id,title,context,question,answers
572a25973f37b3190047874a,Ottoman_Empire,"In southern Europe, a Catholic coalition led by Philip II of Spain won a victory over the Ottoman fleet at the Battle of Lepanto (1571). It was a startling, if mostly symbolic, blow to the image of Ottoman invincibility, an image which the victory of the Knights of Malta against the Ottoman invaders in the 1565 Siege of Malta had recently set about eroding. The battle was far more damaging to the Ottoman navy in sapping experienced manpower than the loss of ships, which were rapidly replaced. The Ottoman navy recovered quickly, persuading Venice to sign a peace treaty in 1573, allowing the Ottomans to expand and consolidate their position in North Africa.",In what year did Venice sign a peace treaty with the Ottomans?,"{'text': ['1573'], 'answer_start': [578]}"
56e1d007e3433e14004231b8,Catalan_language,"Catalan has few suppletive couplets, like Italian and Spanish, and unlike French. Thus, Catalan has noi/noia (""boy""/""girl"") and gall/gallina (""cock""/""hen""), whereas French has garçon/fille and coq/poule.",What kind of words does Catalan have few of?,"{'text': ['suppletive couplets'], 'answer_start': [16]}"
57098dc3ed30961900e842fd,Orthodox_Judaism,"The roots of Orthodox Judaism can be traced to the late 18th or early 19th century, when elements within German Jewry sought to reform Jewish belief and practice in the early 19th century in response to the Age of Enlightenment, Jewish Emancipation, and Haskalah. They sought to modernize education in light of contemporary scholarship. They rejected claims of the absolute divine authorship of the Torah, declaring only biblical laws concerning ethics to be binding, and stated that the rest of halakha (Jewish law) need not be viewed as normative for Jews in wider society. (see Reform Judaism).",When did the German Jewry seek to reform Jewish belief?,"{'text': ['early 19th century'], 'answer_start': [169]}"
57269a5f708984140094cb65,Political_philosophy,"The early Christian philosophy of Augustine of Hippo was heavily influenced by Plato. A key change brought about by Christian thought was the moderatation of the Stoicism and theory of justice of the Roman world, as well emphasis on the role of the state in applying mercy as a moral example. Augustine also preached that one was not a member of his or her city, but was either a citizen of the City of God (Civitas Dei) or the City of Man (Civitas Terrena). Augustine's City of God is an influential work of this period that attacked the thesis, held by many Christian Romans, that the Christian view could be realized on Earth.",What does Civitas Dei mean?,"{'text': ['City of God'], 'answer_start': [395]}"
5730722b069b5314008320de,51st_state,"The Philippines has had small grassroots movements for U.S. statehood. Originally part of the platform of the Progressive Party, then known as the Federalista Party, the party dropped it in 1907, which coincided with the name change. As recently as 2004, the concept of the Philippines becoming a U.S. state has been part of a political platform in the Philippines. Supporters of this movement include Filipinos who believe that the quality of life in the Philippines would be higher and that there would be less poverty there if the Philippines were an American state or territory. Supporters also include Filipinos that had fought as members of the United States Armed Forces in various wars during the Commonwealth period.",What party used to be known as the Federalista Party?,"{'text': ['Federalista Party'], 'answer_start': [147]}"
570e4eaf0dc6ce1900204f3f,Uranium,"Uranium metal reacts with almost all non-metal elements (with an exception of the noble gases) and their compounds, with reactivity increasing with temperature. Hydrochloric and nitric acids dissolve uranium, but non-oxidizing acids other than hydrochloric acid attack the element very slowly. When finely divided, it can react with cold water; in air, uranium metal becomes coated with a dark layer of uranium oxide. Uranium in ores is extracted chemically and converted into uranium dioxide or other chemical forms usable in industry.",What reacts with finely divided uranium?,"{'text': ['cold water'], 'answer_start': [333]}"
56dd14af9a695914005b94c4,Republic_of_the_Congo,"The current administration presides over an uneasy internal peace and faces difficult economic problems of stimulating recovery and reducing poverty, despite record-high oil prices since 2003. Natural gas and diamonds are also recent major Congolese exports, although Congo was excluded from the Kimberley Process in 2004 amid allegations that most of its diamond exports were in fact being smuggled out of the neighboring Democratic Republic of Congo; it was re-admitted to the group in 2007.",What are two economic issues faced by the Congolese government?,"{'text': ['stimulating recovery and reducing poverty'], 'answer_start': [107]}"
572835ea4b864d1900164744,Federalism,"Anarchists are against the State but are not against political organization or ""governance""—so long as it is self-governance utilizing direct democracy. The mode of political organization preferred by anarchists, in general, is federalism or confederalism.[citation needed] However, the anarchist definition of federalism tends to differ from the definition of federalism assumed by pro-state political scientists. The following is a brief description of federalism from section I.5 of An Anarchist FAQ:",What mode of government does the anarchists prefer? ,"{'text': ['federalism or confederalism'], 'answer_start': [228]}"
573256c6e17f3d14004228b5,Jehovah%27s_Witnesses,"Political and religious animosity against Jehovah's Witnesses has at times led to mob action and government oppression in various countries. Their doctrine of political neutrality and their refusal to serve in the military has led to imprisonment of members who refused conscription during World War II and at other times where national service has been compulsory. In 1933, there were approximately 20,000 Jehovah's Witnesses in Germany, of whom about 10,000 were later imprisoned. Of those, 2000 were sent to Nazi concentration camps, where they were identified by purple triangles; as many as 1200 died, including 250 who were executed. In Canada, Jehovah's Witnesses were interned in camps along with political dissidents and people of Chinese and Japanese descent. In the former Soviet Union, about 9,300 Jehovah's Witnesses were deported to Siberia as part of Operation North in April 1951. Their religious activities are currently banned or restricted in some countries, including China, Vietnam and some Islamic states.",What has at times led to immense violence against Jehovah's Witnesses?,"{'text': ['Political and religious animosity'], 'answer_start': [0]}"
570e7e5a0b85d914000d7f51,Melbourne,"Water storage and supply for Melbourne is managed by Melbourne Water, which is owned by the Victorian Government. The organisation is also responsible for management of sewerage and the major water catchments in the region as well as the Wonthaggi desalination plant and North–South Pipeline. Water is stored in a series of reservoirs located within and outside the Greater Melbourne area. The largest dam, the Thomson River Dam, located in the Victorian Alps, is capable of holding around 60% of Melbourne's water capacity, while smaller dams such as the Upper Yarra Dam, Yan Yean Reservoir, and the Cardinia Reservoir carry secondary supplies.",Which is Melbourne's largest dam?,"{'text': ['Thomson River Dam'], 'answer_start': [411]}"
570ffeaab654c5140001f71d,Sexual_orientation,"Depending on which component of sexual orientation is being assessed and referenced, different conclusions can be drawn about the prevalence rate of homosexuality which has real world consequences. Knowing how much of the population is made up of homosexual individuals influences how this population may be seen or treated by the public and government bodies. For example, if homosexual individuals constitute only 1% of the general population they are politically easier to ignore or than if they are known to be a constituency that surpasses most ethnic and ad minority groups. If the number is relatively minor then it is difficult to argue for community based same sex programs and services, mass media inclusion of gay role models, or Gay/Straight Alliances in schools. For this reason, in the 1970s Bruce Voeller, the chair of the National Gay and Lesbian Task Force perpetuated a common myth that the prevalence of homosexuality is 10% for the whole population by averaging a 13% number for men and a 7% number for women. Voeller generalized this finding and used it as part of the modern gay rights movement to convince politicians and the public that ""we [gays and lesbians] are everywhere"".",What myth did Bruce Voeller preserve in the 1970s?,"{'text': ['that the prevalence of homosexuality is 10% for the whole population by averaging a 13% number for men and a 7% number for women'], 'answer_start': [900]}"
57342937d058e614000b6a67,Portugal,"Portuguese cuisine is diverse. The Portuguese consume a lot of dry cod (bacalhau in Portuguese), for which there are hundreds of recipes. There are more than enough bacalhau dishes for each day of the year. Two other popular fish recipes are grilled sardines and caldeirada, a potato-based stew that can be made from several types of fish. Typical Portuguese meat recipes, that may be made out of beef, pork, lamb, or chicken, include cozido à portuguesa, feijoada, frango de churrasco, leitão (roast suckling pig) and carne de porco à alentejana. A very popular northern dish is the arroz de sarrabulho (rice stewed in pigs blood) or the arroz de cabidela (rice and chickens meat stewed in chickens blood).",What meats are often used in Portuguese recipes?,"{'text': ['beef, pork, lamb, or chicken'], 'answer_start': [397]}"
57101978b654c5140001f7ea,Capital_punishment_in_the_United_States,"African Americans made up 41 percent of death row inmates while making up only 12.6 percent of the general population. (They have made up 34 percent of those actually executed since 1976.) However, that number is lower than that of prison inmates, which is 47 percent. According to the US Department of Justice, African Americans accounted for 52.5% of homicide offenders from 1980 to 2008, with whites 45.3% and Native Americans and Asians 2.2%. This means African Americans are less likely to be executed on a per capita basis. However, according to a 2003 Amnesty International report, blacks and whites were the victims of murder in almost equal numbers, yet 80 percent of the people executed since 1977 were convicted of murders involving white victims. 13.5% of death row inmates are of Hispanic or Latino descent, while they make up 17.4% of the general population.",What percentage of homicides were committed by Asians between 1980 and 2008?,"{'text': ['2.2%'], 'answer_start': [441]}"
572e8a3303f9891900756762,Cyprus,"The Turkish invasion, followed by occupation and the declaration of independence of the TRNC have been condemned by United Nations resolutions, which are reaffirmed by the Security Council every year. The last major effort to settle the Cyprus dispute was the Annan Plan in 2004, drafted by the then Secretary General, Kofi Annan. The plan was put to a referendum in both Northern Cyprus and the Republic of Cyprus. 65% of Turkish Cypriots voted in support of the plan and 74% Greek Cypriots voted against the plan, claiming that it disproportionately favoured the Turkish side. In total, 66.7% of the voters rejected the Annan Plan V. On 1 May 2004 Cyprus joined the European Union, together with nine other countries. Cyprus was accepted into the EU as a whole, although the EU legislation is suspended in the territory occupied by Turkey (TRNC), until a final settlement of the Cyprus problem. In July 2006, the island served as a haven for people fleeing Lebanon, due to the conflict between Israel and Hezbollah (also called ""The July War"").",How many Turkish Cypriots voted for the Annan Plan in 2004?,"{'text': ['65%'], 'answer_start': [416]}"
56cfe547234ae51400d9c029,Solar_energy,"In 2000, the United Nations Development Programme, UN Department of Economic and Social Affairs, and World Energy Council published an estimate of the potential solar energy that could be used by humans each year that took into account factors such as insolation, cloud cover, and the land that is usable by humans. The estimate found that solar energy has a global potential of 1,575–49,837 EJ per year (see table below).",What factors were taken into account in the estimate published in 2000 on solar energy?,"{'text': ['insolation, cloud cover, and the land that is usable by humans'], 'answer_start': [252]}"
5733b2a64776f4190066107b,Portugal,"As a result of the change in its status and the arrival of the Portuguese royal family, Brazilian administrative, civic, economical, military, educational, and scientific apparatus were expanded and highly modernized. Portuguese and their allied British troops fought against the French Invasion of Portugal and by 1815 the situation in Europe had cooled down sufficiently that João VI would have been able to return safely to Lisbon. However, the King of Portugal remained in Brazil until the Liberal Revolution of 1820, which started in Porto, demanded his return to Lisbon in 1821.","What provoked the modernization and expansion of the Brazilian administrative, civic, economical, military, educational, and scientific apparatus?","{'text': ['the change in its status and the arrival of the Portuguese royal family'], 'answer_start': [15]}"
56f957d89e9bad19000a0856,List_of_numbered_streets_in_Manhattan,"W 122nd Street runs six blocks (3,280 feet (1,000 m)) west from the intersection of Mount Morris Park West at Marcus Garvey Memorial Park and terminates at the intersection of Morningside Avenue at Morningside Park. This segment runs in the Mount Morris Historical District and crosses portions of Lenox Avenue (Sixth Avenue), Seventh Avenue, Frederick Douglass Boulevard (Eighth Avenue), and Manhattan Avenue.",Through which historical district does W 122nd Street run?,"{'text': ['Mount Morris'], 'answer_start': [241]}"
56de2e63cffd8e1900b4b632,Symbiosis,"A parasitic relationship is one in which one member of the association benefits while the other is harmed. This is also known as antagonistic or antipathetic symbiosis. Parasitic symbioses take many forms, from endoparasites that live within the host's body to ectoparasites that live on its surface. In addition, parasites may be necrotrophic, which is to say they kill their host, or biotrophic, meaning they rely on their host's surviving. Biotrophic parasitism is an extremely successful mode of life. Depending on the definition used, as many as half of all animals have at least one parasitic phase in their life cycles, and it is also frequent in plants and fungi. Moreover, almost all free-living animals are host to one or more parasite taxa. An example of a biotrophic relationship would be a tick feeding on the blood of its host.",What is it called when parasites need their host to live?,"{'text': ['biotrophic'], 'answer_start': [386]}"
572fc292b2c2fd140056840d,Hyderabad,"Institutes in Hyderabad include the National Institute of Rural Development, the Indian School of Business, the Institute of Public Enterprise, the Administrative Staff College of India and the Sardar Vallabhbhai Patel National Police Academy. Technical and engineering schools include the International Institute of Information Technology, Hyderabad (IIITH), Birla Institute of Technology and Science, Pilani – Hyderabad (BITS Hyderabad) and Indian Institute of Technology, Hyderabad (IIT-H) as well as agricultural engineering institutes such as the International Crops Research Institute for the Semi-Arid Tropics (ICRISAT) and the Acharya N. G. Ranga Agricultural University. Hyderabad also has schools of fashion design including Raffles Millennium International, NIFT Hyderabad and Wigan and Leigh College. The National Institute of Design, Hyderabad (NID-H), will offer undergraduate and postgraduate courses from 2015.","There is a research institute in Hyderabad known as ICRISAT, what does the acronym represent?","{'text': ['International Crops Research Institute for the Semi-Arid Tropics'], 'answer_start': [552]}"
57329d46d6dcfa19001e8a34,Geological_history_of_Earth,"The remainder was the world-ocean known as Panthalassa (""all the sea""). All the deep-ocean sediments laid down during the Triassic have disappeared through subduction of oceanic plates; thus, very little is known of the Triassic open ocean. The supercontinent Pangaea was rifting during the Triassic—especially late in the period—but had not yet separated. The first nonmarine sediments in the rift that marks the initial break-up of Pangea—which separated New Jersey from Morocco—are of Late Triassic age; in the U.S., these thick sediments comprise the Newark Supergroup. Because of the limited shoreline of one super-continental mass, Triassic marine deposits are globally relatively rare; despite their prominence in Western Europe, where the Triassic was first studied. In North America, for example, marine deposits are limited to a few exposures in the west. Thus Triassic stratigraphy is mostly based on organisms living in lagoons and hypersaline environments, such as Estheria crustaceans and terrestrial vertebrates.",What type of terrestrial animals are found from the Triassic period?,"{'text': ['terrestrial vertebrates'], 'answer_start': [1003]}"
5731c848b9d445190005e53e,Protestantism,"Following the excommunication of Luther and condemnation of the Reformation by the Pope, the work and writings of John Calvin were influential in establishing a loose consensus among various groups in Switzerland, Scotland, Hungary, Germany and elsewhere. After the expulsion of its Bishop in 1526, and the unsuccessful attempts of the Bern reformer William Farel, Calvin was asked to use the organisational skill he had gathered as a student of law to discipline the ""fallen city"" of Geneva. His Ordinances of 1541 involved a collaboration of Church affairs with the City council and consistory to bring morality to all areas of life. After the establishment of the Geneva academy in 1559, Geneva became the unofficial capital of the Protestant movement, providing refuge for Protestant exiles from all over Europe and educating them as Calvinist missionaries. The faith continued to spread after Calvin's death in 1563.",Who wrote the Ordinances of 1541?,"{'text': ['John Calvin'], 'answer_start': [114]}"
57315e3ca5e9cc1400cdbf0b,Qing_dynasty,"First, the Yongying system signaled the end of Manchu dominance in Qing military establishment. Although the Banners and Green Standard armies lingered on as a drain on resources, henceforth the Yongying corps became the Qing government's de facto first-line troops. Second, the Yongying corps were financed through provincial coffers and were led by regional commanders, weakening central government's grip on the whole country. Finally, the nature of Yongying command structure fostered nepotism and cronyism amongst its commanders, who laid the seeds of regional warlordism in the first half of the 20th century.",What entity became the main Qing troops?,"{'text': ['Yongying corps'], 'answer_start': [195]}"
56d381b459d6e41400146595,Frédéric_Chopin,"At the end of November, Chopin returned to Paris. He passed the winter in unremitting illness, but gave occasional lessons and was visited by friends, including Delacroix and Franchomme. Occasionally he played, or accompanied the singing of Delfina Potocka, for his friends. During the summer of 1849, his friends found him an apartment in Chaillot, out of the centre of the city, for which the rent was secretly subsidised by an admirer, Princess Obreskoff. Here in June 1849 he was visited by Jenny Lind.",When did Jenny Lind visit Chopin?,"{'text': ['June 1849'], 'answer_start': [467]}"
56e8800d0b45c0140094cce4,Bern,"As of 2000[update], there were 67,115 private households in the municipality, and an average of 1.8 persons per household. There were 34,981 households that consist of only one person and 1,592 households with five or more people. In 2000[update], a total of 65,538 apartments (90.6% of the total) were permanently occupied, while 5,352 apartments (7.4%) were seasonally occupied and 1,444 apartments (2.0%) were empty. As of 2009[update], the construction rate of new housing units was 1.2 new units per 1000 residents.",What is the average of people per household in Bern?,"{'text': ['1.8 persons'], 'answer_start': [96]}"
572b4ab5111d821400f38e24,Zinc,"Brass, which is an alloy of copper and zinc, has been used since at least the 10th century BC in Judea and by the 7th century BC in Ancient Greece. Zinc metal was not produced on a large scale until the 12th century in India and was unknown to Europe until the end of the 16th century. The mines of Rajasthan have given definite evidence of zinc production going back to the 6th century BC. To date, the oldest evidence of pure zinc comes from Zawar, in Rajasthan, as early as the 9th century AD when a distillation process was employed to make pure zinc. Alchemists burned zinc in air to form what they called ""philosopher's wool"" or ""white snow"".",Brass is an alloy of what two elements?,"{'text': ['copper and zinc'], 'answer_start': [28]}"
5724fc080ba9f01400d97c0b,Freemasonry,"The bulk of Masonic ritual consists of degree ceremonies. Candidates for Freemasonry are progressively initiated into Freemasonry, first in the degree of Entered Apprentice. Some time later, in a separate ceremony, they will be passed to the degree of Fellowcraft, and finally they will be raised to the degree of Master Mason. In all of these ceremonies, the candidate is entrusted with passwords, signs and grips peculiar to his new rank. Another ceremony is the annual installation of the Master and officers of the Lodge. In some jurisdictions Installed Master is valued as a separate rank, with its own secrets to distinguish its members. In other jurisdictions, the grade is not recognised, and no inner ceremony conveys new secrets during the installation of a new Master of the Lodge.",What things come with each new degree in Freemasonry?,"{'text': ['passwords, signs and grips'], 'answer_start': [388]}"
56e162d3cd28a01900c67853,Universal_Studios,"The production arm of the studio still struggled. While there were to be a few hits like The Killers (1946) and The Naked City (1948), Universal-International's new theatrical films often met with disappointing response at the box office. By the late 1940s, Goetz was out, and the studio returned to low-budget films. The inexpensive Francis (1950), the first film of a series about a talking mule and Ma and Pa Kettle (1949), part of a series, became mainstays of the company. Once again, the films of Abbott and Costello, including Abbott and Costello Meet Frankenstein (1948), were among the studio's top-grossing productions. But at this point Rank lost interest and sold his shares to the investor Milton Rackmil, whose Decca Records would take full control of Universal in 1952. Besides Abbott and Costello, the studio retained the Walter Lantz cartoon studio, whose product was released with Universal-International's films.",Who bought Rank's share of Universal-International?,"{'text': ['Milton Rackmil'], 'answer_start': [703]}"
572fe23504bcaa1900d76e44,Bacteria,"In soil, microorganisms that reside in the rhizosphere (a zone that includes the root surface and the soil that adheres to the root after gentle shaking) carry out nitrogen fixation, converting nitrogen gas to nitrogenous compounds. This serves to provide an easily absorbable form of nitrogen for many plants, which cannot fix nitrogen themselves. Many other bacteria are found as symbionts in humans and other organisms. For example, the presence of over 1,000 bacterial species in the normal human gut flora of the intestines can contribute to gut immunity, synthesise vitamins, such as folic acid, vitamin K and biotin, convert sugars to lactic acid (see Lactobacillus), as well as fermenting complex undigestible carbohydrates. The presence of this gut flora also inhibits the growth of potentially pathogenic bacteria (usually through competitive exclusion) and these beneficial bacteria are consequently sold as probiotic dietary supplements.",What is the amount of bacteria in human intestines?,"{'text': ['over 1,000 bacterial species'], 'answer_start': [452]}"
5729058baf94a219006a9f6a,Myanmar,"Many religions are practised in Myanmar. Religious edifices and orders have been in existence for many years. Festivals can be held on a grand scale. The Christian and Muslim populations do, however, face religious persecution and it is hard, if not impossible, for non-Buddhists to join the army or get government jobs, the main route to success in the country. Such persecution and targeting of civilians is particularly notable in Eastern Myanmar, where over 3000 villages have been destroyed in the past ten years. More than 200,000 Muslims have fled to Bangladesh over the last 20 years to escape Islamophobic persecution.",Are public displays allowed for the celebration of religion in Myanmar ?,"{'text': ['Festivals can be held on a grand scale.'], 'answer_start': [110]}"
56df6dc656340a1900b29b18,Plymouth,"Plymouth Council is currently undertaking a project of urban redevelopment called the ""Vision for Plymouth"" launched by the architect David Mackay and backed by both Plymouth City Council and the Plymouth Chamber of Commerce (PCC). Its projects range from shopping centres, a cruise terminal, a boulevard and to increase the population to 300,000 and build 33,000 dwellings.",What is the name of Plymouth Council's urban redevelopment project?,"{'text': ['""Vision for Plymouth""'], 'answer_start': [86]}"
56f8c4d09b226e1400dd0f75,Alps,"Charles VII of France ordered his chamberlain to climb Mont Aiguille in 1356. The knight reached the summit of Rocciamelone where he left a bronze triptych of three crosses, a feat which he conducted with the use of ladders to traverse the ice. In 1492 Antoine de Ville climbed Mont Aiguille, without reaching the summit, an experience he described as ""horrifying and terrifying."" Leonardo da Vinci was fascinated by variations of light in the higher altitudes, and climbed a mountain—scholars are uncertain which one; some believe it may have been Monte Rosa. From his description of a ""blue like that of a gentian"" sky it is thought that he reached a significantly high altitude. In the 18th century four Chamonix man almost made the summit of Mont Blanc but were overcome by altitude sickness and snowblindness.",When did four Chamonix men almost reach the summit of Mont Blanc?,"{'text': ['18th century'], 'answer_start': [689]}"
572b9c6fbe1ee31400cb8466,Czech_language,"Czech syntax has a subject–verb–object sentence structure. In practice, however, word order is flexible and used for topicalization and focus. Although Czech has a periphrastic passive construction (like English), colloquial word-order changes frequently produce the passive voice. For example, to change ""Peter killed Paul"" to ""Paul was killed by Peter"" the order of subject and object is inverted: Petr zabil Pavla (""Peter killed Paul"") becomes ""Paul, Peter killed"" (Pavla zabil Petr). Pavla is in the accusative case, the grammatical object (in this case, the victim) of the verb.","Because word order is flexible in Czech, what does it tend to actually be used for?","{'text': ['topicalization and focus'], 'answer_start': [117]}"
572b521ebe1ee31400cb8322,Guam,"Guam's climate is characterized as tropical marine moderated by seasonal northeast trade winds. The weather is generally very warm and humid with little seasonal temperature variation. The mean high temperature is 86 °F (30 °C) and mean low is 76 °F (24 °C) with an average annual rainfall of 96 inches (2,180 mm). The dry season runs from December to June. The remaining months (July to November) constitute the rainy season. The months of January and February are considered the coolest months of the year with overnight low temperatures of 70–75 °F (21–24 °C) and low humidity levels. The highest temperature ever recorded in Guam was 96 °F (36 °C) on April 18, 1971 and April 1, 1990, and the lowest temperature ever recorded was 65 °F (18 °C) on February 8, 1973.",What is the mean high temperature in Guam?,"{'text': ['86 °F (30 °C)'], 'answer_start': [214]}"
570ae2e74103511400d59ac4,Mesozoic,"The Triassic was generally dry, a trend that began in the late Carboniferous, and highly seasonal, especially in the interior of Pangaea. Low sea levels may have also exacerbated temperature extremes. With its high specific heat capacity, water acts as a temperature-stabilizing heat reservoir, and land areas near large bodies of water—especially the oceans—experience less variation in temperature. Because much of the land that constituted Pangaea was distant from the oceans, temperatures fluctuated greatly, and the interior of Pangaea probably included expansive areas of desert. Abundant red beds and evaporites such as halite support these conclusions, but evidence exists that the generally dry climate of the Triassic was punctuated by episodes of increased rainfall. Most important humid episodes were the Carnian Pluvial Event and one in the Rhaetian, few million years before the Triassic–Jurassic extinction event.",What was the Carnian Pluvial event?,"{'text': ['increased rainfall'], 'answer_start': [758]}"
5732afaccc179a14009dac0f,Police,"Edwin Chadwick's 1829 article, ""Preventive police"" in the London Review, argued that prevention ought to be the primary concern of a police body, which was not the case in practice. The reason, argued Chadwick, was that ""A preventive police would act more immediately by placing difficulties in obtaining the objects of temptation."" In contrast to a deterrent of punishment, a preventive police force would deter criminality by making crime cost-ineffective - ""crime doesn't pay"". In the second draft of his 1829 Police Act, the ""object"" of the new Metropolitan Police, was changed by Robert Peel to the ""principal object,"" which was the ""prevention of crime."" Later historians would attribute the perception of England's ""appearance of orderliness and love of public order"" to the preventive principle entrenched in Peel's police system.",When was 'Preventive Police' published?,"{'text': ['1829'], 'answer_start': [17]}"
56e8cfd799e8941900975eaf,Westminster_Abbey,"According to a tradition first reported by Sulcard in about 1080, a church was founded at the site (then known as Thorn Ey (Thorn Island)) in the 7th century, at the time of Mellitus, a Bishop of London. Construction of the present church began in 1245, on the orders of King Henry III.",What is the meaning of Thorn Ey?,"{'text': ['Thorn Island'], 'answer_start': [124]}"
5726ad6add62a815002e8cb4,"Raleigh,_North_Carolina","The city's location was chosen, in part, for being within 11 mi (18 km) of Isaac Hunter's Tavern, a popular tavern frequented by the state legislators. No known city or town existed previously on the chosen city site. Raleigh is one of the few cities in the United States that was planned and built specifically to serve as a state capital. Its original boundaries were formed by the downtown streets of North, East, West and South streets. The plan, a grid with two main axes meeting at a central square and an additional square in each corner, was based on Thomas Holme's 1682 plan for Philadelphia.",What city was the plan based on?,"{'text': ['Philadelphia'], 'answer_start': [588]}"
57299cebaf94a219006aa56c,Insect,"Chemical defense is another important defense found amongst species of Coleoptera and Lepidoptera, usually being advertised by bright colors, such as the Monarch butterfly. They obtain their toxicity by sequestering the chemicals from the plants they eat into their own tissues. Some Lepidoptera manufacture their own toxins. Predators that eat poisonous butterflies and moths may become sick and vomit violently, learning not to eat those types of species; this is actually the basis of Müllerian mimicry. A predator who has previously eaten a poisonous lepidopteran may avoid other species with similar markings in the future, thus saving many other species as well. Some ground beetles of the Carabidae family can spray chemicals from their abdomen with great accuracy, to repel predators.",What chemical defense is used by the Monarch butterfly?,"{'text': ['bright colors'], 'answer_start': [127]}"
5731f519e17f3d1400422579,Religion_in_ancient_Rome,"Excessive devotion and enthusiasm in religious observance were superstitio, in the sense of ""doing or believing more than was necessary"", to which women and foreigners were considered particularly prone. The boundaries between religio and superstitio are perhaps indefinite. The famous tirade of Lucretius, the Epicurean rationalist, against what is usually translated as ""superstition"" was in fact aimed at excessive religio. Roman religion was based on knowledge rather than faith, but superstitio was viewed as an ""inappropriate desire for knowledge""; in effect, an abuse of religio.",What was excessive religio equated with in Rome?,"{'text': ['superstition'], 'answer_start': [373]}"
571aaf0f10f8ca14003052df,Athanasius_of_Alexandria,"Throughout most of his career, Athanasius had many detractors. Classical scholar Timothy Barnes relates contemporary allegations against Athanasius: from defiling an altar, to selling Church grain that had been meant to feed the poor for his own personal gain, and even violence and murder to suppress dissent. Athanasius used ""Arian"" to describe both followers of Arius, and as a derogatory polemical term for Christians who disagreed with his formulation of the Trinity. Athanasius called many of his opponents ""Arian"", except for Miletus.",Was Athanasius well liked by everyone?,"{'text': ['many detractors'], 'answer_start': [46]}"
5728b9362ca10214002da676,Apollo,"Apollo was worshipped as Actiacus (/ækˈtaɪ.əkəs/ ak-TY-ə-kəs; Ἄκτιακός, Aktiakos, literally ""Actian""), Delphinius (/dɛlˈfɪniəs/ del-FIN-ee-əs; Δελφίνιος, Delphinios, literally ""Delphic""), and Pythius (/ˈpɪθiəs/ PITH-ee-əs; Πύθιος, Puthios, from Πυθώ, Pythō, the area around Delphi), after Actium (Ἄκτιον) and Delphi (Δελφοί) respectively, two of his principal places of worship. An etiology in the Homeric hymns associated the epithet ""Delphinius"" with dolphins. He was worshipped as Acraephius (/əˈkriːfiəs/ ə-KREE-fee-əs; Ἀκραιφιος,[clarification needed] Akraiphios, literally ""Acraephian"") or Acraephiaeus (/əˌkriːfiˈiːəs/ ə-KREE-fee-EE-əs; Ἀκραιφιαίος, Akraiphiaios, literally ""Acraephian"") in the Boeotian town of Acraephia (Ἀκραιφία), reputedly founded by his son Acraepheus; and as Smintheus (/ˈsmɪnθjuːs/ SMIN-thews; Σμινθεύς, Smintheus, ""Sminthian""—that is, ""of the town of Sminthos or Sminthe"") near the Troad town of Hamaxitus. The epithet ""Smintheus"" has historically been confused with σμίνθος, ""mouse"", in association with Apollo's role as a god of disease. For this he was also known as Parnopius (/pɑːrˈnoʊpiəs/ par-NOH-pee-əs; Παρνόπιος, Parnopios, from πάρνοψ, ""locust"") and to the Romans as Culicarius (/ˌkjuːlᵻˈkæriəs/ KEW-li-KARR-ee-əs; from Latin culicārius, ""of midges"").",The epithet Delphinius is associated with what animal?,"{'text': ['dolphins'], 'answer_start': [453]}"
570d5c15fed7b91900d45f25,Franco-Prussian_War,"The immediate cause of the war resided in the candidacy of a Leopold of Hohenzollern-Sigmaringen, a Prussian prince, to the throne of Spain. France feared encirclement by an alliance between Prussia and Spain. The Hohenzollern prince's candidacy was withdrawn under French diplomatic pressure, but Otto von Bismarck goaded the French into declaring war by altering a telegram sent by William I. Releasing the Ems Dispatch to the public, Bismarck made it sound as if the king had treated the French envoy in a demeaning fashion, which inflamed public opinion in France.",What was the reaction of the French people to the deceptively crafted offense in the Ems Dispatch?,"{'text': ['inflamed public opinion'], 'answer_start': [534]}"
5728a97f3acd2414000dfc40,History_of_India,"The empire went into decline thereafter. The Mughals suffered several blows due to invasions from Marathas and Afghans. During the decline of the Mughal Empire, several smaller states rose to fill the power vacuum and themselves were contributing factors to the decline. In 1737, the Maratha general Bajirao of the Maratha Empire invaded and plundered Delhi. Under the general Amir Khan Umrao Al Udat, the Mughal Emperor sent 8,000 troops to drive away the 5,000 Maratha cavalry soldiers. Baji Rao, however, easily routed the novice Mughal general and the rest of the imperial Mughal army fled. In 1737, in the final defeat of Mughal Empire, the commander-in-chief of the Mughal Army, Nizam-ul-mulk, was routed at Bhopal by the Maratha army. This essentially brought an end to the Mughal Empire. In 1739, Nader Shah, emperor of Iran, defeated the Mughal army at the Battle of Karnal. After this victory, Nader captured and sacked Delhi, carrying away many treasures, including the Peacock Throne. The Mughal dynasty was reduced to puppet rulers by 1757. The remnants of the Mughal dynasty were finally defeated during the Indian Rebellion of 1857, also called the 1857 War of Independence, and the remains of the empire were formally taken over by the British while the Government of India Act 1858 let the British Crown assume direct control of India in the form of the new British Raj.",What was the site of the final battle for the Mughals?,"{'text': ['Bhopal'], 'answer_start': [714]}"
