question,answer,passage,ambiguous_question,unambiguous_question,domain_idx,domain,intent,dtype,RAW_NO_DTYPE_raw_question_answered_by_gpt35_correct,RAW_NO_DTYPE_analyzed_question_answered_by_gpt35_correct,RAW_NO_DTYPE_analyzed_question_answered_by_gpt35,RAW_NO_DTYPE_raw_question_answered_by_gpt35,RAW_ALL_raw_question_answered_by_gpt35_correct,RAW_ALL_analyzed_question_answered_by_gpt35_correct,RAW_ALL_analyzed_question_answered_by_gpt35,RAW_ALL_raw_question_answered_by_gpt35,RAW_NO_DOMAIN_raw_question_answered_by_gpt35_correct,RAW_NO_DOMAIN_analyzed_question_answered_by_gpt35_correct,RAW_NO_DOMAIN_analyzed_question_answered_by_gpt35,RAW_NO_DOMAIN_raw_question_answered_by_gpt35,RAW_NO_INTENT_raw_question_answered_by_gpt35_correct,RAW_NO_INTENT_analyzed_question_answered_by_gpt35_correct,RAW_NO_INTENT_analyzed_question_answered_by_gpt35,RAW_NO_INTENT_raw_question_answered_by_gpt35
http uses a request/response style of communication,True,"For simplicity, this pattern is typically implemented in a purely synchronous fashion, as in web service calls over HTTP, which holds a connection open and waits until the response is delivered or the timeout period expires. However, request--response may also be implemented asynchronously, with a response being returned at some unknown later time. This is often referred to as ``sync over async'', or ``sync/async'', and is common in enterprise application integration (EAI) implementations where slow aggregations, time-intensive functions, or human workflow must be performed before a response can be constructed and delivered.",http uses a request/response style of communication,http uses a request/response style of communication,0,INTERNET,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
did the great fire of london destroy st paul's cathedral,True,"The cathedral was already in severe structural decline by the beginning of the 17th century. Restoration work begun by Inigo Jones in the 1620s was halted at the time of the English Civil War (1642--1651). Sir Christopher Wren was attempting another restoration in 1666 when the cathedral was destroyed in the Great Fire of London. At that point, the old structure was demolished, and the present, domed cathedral was erected on the site, with an English Baroque design by Wren.",did the great fire of london destroy st paul's cathedral,did the great fire of london destroy st paul's cathedral,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is there a season 8 of blue bloods,True,"The eighth season of Blue Bloods, a police procedural drama series created by Robin Green and Mitchell Burgess, premiered on CBS on September 29, 2017. The season contained 22 episodes and concluded on May 11, 2018.",is there a season 8 of blue bloods,is there a season 8 of blue bloods,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True
did bolivia make it to the world cup,False,"Bolivia have qualified for the Finals on three occasions, in 1930, 1950 and 1994. They have played in six matches at the Finals, but have lost five and drawn one, with their only goal coming against Spain in 1994.",did bolivia make it to the world cup,did bolivia make it to the world cup,0,REGIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False
can the xbox 1 play xbox 360 games,True,"On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program users with a beta update to the Xbox One system software. The dashboard update containing backward compatibility was released publicly on November 12, 2015. The following is a list of all Xbox 360 games compatible with the Xbox One under this functionality.",can the xbox 1 play xbox 360 games,can the xbox 1 play xbox 360 games,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True
do all limited companies have to be registered with companies house,True,"Companies House is the United Kingdom's registrar of companies and is an executive agency and trading fund of Her Majesty's Government. It falls under the remit of the Department for Business, Energy and Industrial Strategy (BEIS) and is also a member of the Public Data Group. All forms of companies (as permitted by the United Kingdom Companies Act) are incorporated and registered with Companies House and file specific details as required by the current Companies Act 2006. All registered limited companies, including subsidiary, small and inactive companies, must file annual financial statements in addition to annual company returns, which are all public records. Only some registered unlimited companies (meeting certain conditions) are exempt from this requirement.",do all limited companies have to be registered with companies house,do all limited companies have to be registered with companies house,0,BUSINESS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is the prime minister a member of the house of commons,True,"Although it does not formally elect the prime minister, the position of the parties in the House of Commons is of overriding importance. By convention, the prime minister is answerable to, and must maintain the support of, the House of Commons. Thus, whenever the office of prime minister falls vacant, the Sovereign appoints the person who has the support of the House, or who is most likely to command the support of the House--normally the leader of the largest party in the Commons, while the leader of the second-largest party becomes the Leader of the Opposition. Since 1963, by convention, the prime minister is always a member of the House of Commons, rather than the House of Lords.",is the prime minister a member of the house of commons,is the prime minister a member of the house of commons,0,GOVERNMENTAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is cross product the same as dot product,False,"In mathematics and vector algebra, the cross product or vector product (occasionally directed area product to emphasize the geometric significance) is a binary operation on two vectors in three-dimensional space ( R 3 ) (\displaystyle \left(\mathbb (R) ^(3)\right)) and is denoted by the symbol × (\displaystyle \times ) . Given two linearly independent vectors a (\displaystyle \mathbf (a) ) and b (\displaystyle \mathbf (b) ) , the cross product, a × b (\displaystyle \mathbf (a) \times \mathbf (b) ) , is a vector that is perpendicular to both a (\displaystyle \mathbf (a) ) and b (\displaystyle \mathbf (b) ) and thus normal to the plane containing them. It has many applications in mathematics, physics, engineering, and computer programming. It should not be confused with the dot product (projection product).",is cross product the same as dot product,is cross product the same as dot product,0,SCIENCE,"Analytical/Evaluative (Convergent Thinking): This merged category is for queries that involve dissecting complex information or data to understand underlying patterns, reasons, or to make informed judgements. Queries in this category seek a deeper understanding that supports decision-making, comparison of options, or evaluating alternatives. The process involves both analysis (to break down and understand) and evaluation (to assess, compare, and decide), acknowledging that these processes often occur in tandem. This category involves queries where the goal is to converge upon a specific answer or decision through analysis and evaluation.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
is your height the same as your wingspan,False,Arm span or reach (sometimes referred to as wingspan) is the physical measurement of the length from one end of an individual's arms (measured at the fingertips) to the other when raised parallel to the ground at shoulder height at a 90° angle. The average reach correlates to the person's height. Age and sex have to be taken into account to best predict height from arm span.,is your height the same as your wingspan,is your height the same as your wingspan,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
can someone have one blue eye one brown eye,True,"Although infrequently seen in humans, complete heterochromia is more frequently observed in other species, where it almost always involves one blue eye. The blue eye occurs within a white spot, where melanin is absent from the skin and hair (see Leucism). These species include the cat, particularly breeds such as Turkish Van, Turkish Angora, Khao Manee and (rarely) Japanese Bobtail. These so-called odd-eyed cats are white, or mostly white, with one normal eye (copper, orange, yellow, green), and one blue eye. Among dogs, complete heterochromia is seen often in the Siberian Husky and few other breeds, usually Australian Shepherd and Catahoula Leopard Dog and rarely in Shih Tzu. Horses with complete heterochromia have one brown and one white, gray, or blue eye--complete heterochromia is more common in horses with pinto coloring. Complete heterochromia occurs also in cattle and even water buffalo. It can also be seen in ferrets with Waardenburg syndrome, although it can be very hard to tell at times as the eye color is often a midnight blue.",can someone have one blue eye one brown eye,can someone have one blue eye one brown eye,0,SCIENCE,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
did the boston tea party lead to the american revolution,True,"They boarded the ships and threw the chests of tea into Boston Harbor. The British government responded harshly and the episode escalated into the American Revolution. The Tea Party became an iconic event of American history, and since then other political protests such as the Tea Party movement have referred to themselves as historical successors to the Boston protest of 1773.",did the boston tea party lead to the american revolution,did the boston tea party lead to the american revolution,0,GOVERNMENTAL,"Analytical/Evaluative (Convergent Thinking): This merged category is for queries that involve dissecting complex information or data to understand underlying patterns, reasons, or to make informed judgements. Queries in this category seek a deeper understanding that supports decision-making, comparison of options, or evaluating alternatives. The process involves both analysis (to break down and understand) and evaluation (to assess, compare, and decide), acknowledging that these processes often occur in tandem. This category involves queries where the goal is to converge upon a specific answer or decision through analysis and evaluation.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is the postal service part of the federal government,True,"The United States Postal Service (USPS; also known as the Post Office, U.S. Mail, or Postal Service) is an independent agency of the United States federal government responsible for providing postal service in the United States, including its insular areas and associated states. It is one of the few government agencies explicitly authorized by the United States Constitution.",is the postal service part of the federal government,is the postal service part of the federal government,0,GOVERNMENTAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
does a goal from a throw in count,False,"A goal cannot be scored directly from a throw-in; if a player throws the ball directly into their own goal without any other player touching it, the result is a corner kick to the opposing side. Likewise an offensive goal cannot be scored directly from a throw in; the result in this case is a goal kick for the defending team.",does a goal from a throw in count,does a goal from a throw in count,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
are you required to sign up for the draft,True,"The Selective Service System is an independent agency of the United States government that maintains information on those potentially subject to military conscription. Virtually all male U.S. citizens and male immigrant non-citizens between the ages of 18 and 25 are required by law to have registered within 30 days of their 18th birthdays and must notify Selective Service within ten days of any changes to any of the information they provided on their registration cards, like a change of address. A 2010 Government Accountability Office report estimated the registration rate at 92% with the names and addresses of over 16.2 million men on file. However, the only audit of the addresses of registrants on file with the Selective Service System, in 1982, found that 20--40% of the addresses on file with the Selective Service System for registrants in the age groups that would be drafted first were already outdated, and up to 75% for those registrants in their last year of potential eligibility to be drafted would be invalid.",are you required to sign up for the draft,are you required to sign up for the draft,0,GOVERNMENTAL,"Instructional: Queries specifically seeking step-by-step guidance, instructions, or procedures to perform a task. it focuses on 'how' to do something rather than 'what', 'why', or 'which'.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
do chad and romania have the same flag,False,"The flags of Romania and Chad are identical aside from the blue strip on the left, which is slightly darker in the Chadian flag. Romania used the flag from 1866, while in that form appeared for the first time in Wallachia, being officially in use in 1848. Chad began to use its present flag in 1960, after it achieved independence from France. At that time, the Chad and Romanian flags were distinguishable by the latter's inclusion of the Coat of Arms of the Socialist Republic of Romania at the Romanian flag's centre. However, in 1989, the coat of arms was removed entirely after the revolution which overthrew Nicolae Ceaușescu.",do chad and romania have the same flag,do chad and romania have the same flag,0,REGIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
is the talk the same as the view,False,"In November 2008, the show's post-election day telecast garnered the biggest audience in the show's history at 6.2 million in total viewers, becoming the week's most-watched program in daytime television. It was surpassed on July 29, 2010, during which former President Barack Obama first appeared as a guest on The View, which garnered a total of 6.6 million viewers. In 2013, the show was reported to be averaging 3.1 million daily viewers, which outpaced rival talk show The Talk.",is the talk the same as the view,is the talk the same as the view,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
can you get a restraining order against your landlord,True,"If a landlord is found to be retaliating, he or she will not be able to evict the tenant, who may also be awarded damages from the landlord of one to three months' rent plus attorney's fees. The landlord also cannot willfully deprive the tenant of heat, hot water, gas, electricity, lights, water, or refrigeration service. Nor can the landlord lock out the tenant or remove him/her from their apartment without going through the proper court procedure. The tenant can ask the court to issue a restraining order, file a criminal complaint against the landlord, or sue him/her for money damages and attorney's fees. Because of these options for recourse, it may be to the tenant's advantage to complain about code violations in writing before the landlord issues a notice of an eviction or a rent increase. If a tenant attempts to claim retaliation, but did not complain about violations until after he or she received notice from the landlord, the tenant will be found to have no valid claim. The court will not find that the landlord was retaliating against the tenant for an action he or she had not yet taken.",can you get a restraining order against your landlord,can you get a restraining order against your landlord,0,COMMUNITY,"Analytical/Evaluative (Convergent Thinking): This merged category is for queries that involve dissecting complex information or data to understand underlying patterns, reasons, or to make informed judgements. Queries in this category seek a deeper understanding that supports decision-making, comparison of options, or evaluating alternatives. The process involves both analysis (to break down and understand) and evaluation (to assess, compare, and decide), acknowledging that these processes often occur in tandem. This category involves queries where the goal is to converge upon a specific answer or decision through analysis and evaluation.",Simple Datatype-Boolean,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True
is there once upon a time season 7,True,"The seventh season of the American ABC fantasy-drama Once Upon a Time was ordered on May 11, 2017. It will consist of 22 episodes, airing on Fridays, having premiered on October 6, 2017.",is there once upon a time season 7,is there once upon a time season 7,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
is the last supper painted on a wall,True,"The Last Supper measures 460 cm × 880 cm (180 in × 350 in) and covers an end wall of the dining hall at the monastery of Santa Maria delle Grazie in Milan, Italy. The theme was a traditional one for refectories, although the room was not a refectory at the time that Leonardo painted it. The main church building had only recently been completed (in 1498), but was remodeled by Bramante, hired by Ludovico Sforza to build a Sforza family mausoleum.",is the last supper painted on a wall,is the last supper painted on a wall,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
did robert redford ever win an academy award,True,"The following is a list of awards and nominations received by American actor, director and producer Robert Redford. He was first nominated for an Academy Award in 1973 for his role as Johnny ``Kelly'' Hooker in The Sting. He then won Best Director in 1980 for Ordinary People. In 1994, he was nominated twice for Best Picture and Best Director for Quiz Show. He has been nominated for seven Golden Globes, winning two for Inside Daisy Clover as New Star of the Year -- Actor (1965), Ordinary People as Best Director (1980), and won the Cecil B. DeMille Award in 1994. He was awarded the Screen Actors Guild Life Achievement Award in 1995.",did robert redford ever win an academy award,did robert redford ever win an academy award,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
was the declaration of independence signed during the revolutionary war,True,"The United States Declaration of Independence is the statement adopted by the Second Continental Congress meeting at the Pennsylvania State House (Independence Hall) in Philadelphia on July 4, 1776, which announced that the thirteen American colonies, then at war with the Kingdom of Great Britain, regarded themselves as thirteen independent sovereign states, no longer under British rule. These states would found a new nation -- the United States of America. John Adams was a leader in pushing for independence, which was passed on July 2 with no opposing vote cast. A committee of five had already drafted the formal declaration, to be ready when Congress voted on independence.",was the declaration of independence signed during the revolutionary war,was the declaration of independence signed during the revolutionary war,0,GOVERNMENTAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
will there be a season 2 of boy band,True,"Produce 101 Season 2 (Hangul: 프로듀스 101 시즌 2) is a 2017 boy group survival reality show on Mnet. It is a large-scale project in which the public (called 'national producers') ``produces'' a boy band by choosing 11 members among 101 trainees from 54 entertainment companies. The public also chooses the group's concept, debut song, and group name. On June 16, 2017, the season finale was broadcast live, announcing the final 11 members who would debut, as well as the official group name Wanna One.",will there be a season 2 of boy band,will there be a season 2 of boy band,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True
is the femur part of the pelvic girdle,False,"The pelvic region of the trunk is the lower part of the trunk, between the abdomen and the thighs. It includes several structures: the bony pelvis, the pelvic cavity, the pelvic floor, and the perineum. The bony pelvis (pelvic skeleton) is the part of the skeleton embedded in the pelvic region of the trunk. It is subdivided into the pelvic girdle and the pelvic spine. The pelvic girdle is composed of the appendicular hip bones (ilium, ischium, and pubis) oriented in a ring, and connects the pelvic region of the spine to the lower limbs. The pelvic spine consists of the sacrum and coccyx.",is the femur part of the pelvic girdle,is the femur part of the pelvic girdle,0,SCIENCE,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True
do both plant and animal cells have a cytoskeleton,True,"A cytoskeleton is present in all cells of all domains of life (archaea, bacteria, eukaryotes). It is a complex network of interlinking filaments and tubules that extend throughout the cytoplasm, from the nucleus to the plasma membrane. The cytoskeletal systems of different organisms are composed of similar proteins. In eukaryotes, the cytoskeletal matrix is a dynamic structure composed of three main proteins, which are capable of rapid growth or disassembly dependent on the cell's requirements at a certain period of time.",do both plant and animal cells have a cytoskeleton,do both plant and animal cells have a cytoskeleton,0,SCIENCE,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
intelenet global services pvt ltd - a serco company,False,2016 - Serco (Indian operations) was acquired back by Intelenet Global Services.,intelenet global services pvt ltd - a serco company,intelenet global services pvt ltd - a serco company,0,BUSINESS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-String,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True
does the dog die in where the red fern grows,True,"One night Old Dan and Little Ann tree a mountain lion, and it attacks. Billy enters the fight with his axe, hoping to save his dogs, but they end up having to save him. Eventually, they kill the mountain lion, but Old Dan is badly wounded, and he dies late that night. Billy is heartbroken, and Little Ann loses the will to live, stops eating, and dies of grief a few days later on Old Dan's grave. Billy's father tries to tell him that it is all for the best, because with the money they received from winning the championship hunt, they can move to town. He goes to visit Old Dan and Little Ann's graves and finds a giant red fern between them. According to Native American legend, only an angel can plant one. He feels ready to move on.",does the dog die in where the red fern grows,does the dog die in where the red fern grows,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
will there be a new season of venture brothers,True,Jackson Publick confirmed on Twitter that Season 7 of the Venture Brothers would be aired on Adult Swim in ``Summer'' 2018 .,will there be a new season of venture brothers,will there be a new season of venture brothers,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True
is chumlee from pawn stars still on the show,True,"Austin Lee Russell (born September 8, 1982), better known by his stage name of Chumlee, is an American actor, businessman and reality television personality, known as a cast member on the History Channel television show Pawn Stars, which depicts the daily business at the Gold and Silver Pawn Shop in Las Vegas where Russell works as an employee. Chumlee came to work at the pawn shop five years before filming of the first season, having been a childhood friend of Corey Harrison, whose father, Rick Harrison, and grandfather, Richard Benjamin Harrison, opened the shop in 1989.",is chumlee from pawn stars still on the show,is chumlee from pawn stars still on the show,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
has maroon 5 ever performed at the super bowl,True,"Keith Urban and Maroon 5 performed during the pregame. The Texas Christian University Horned Frog Marching Band also performed during the pregame show. 22-year-old Candice Villesca of Lewisville, Texas performed the national anthem and ``America the Beautiful'' in American Sign Language. Lea Michele performed ``America the Beautiful'' supported by the Air Force Tops in Blue. Pop singer Christina Aguilera sang the national anthem, but performed the wrong lyrics for the fourth line of the song, later issuing an apology.",has maroon 5 ever performed at the super bowl,has maroon 5 ever performed at the super bowl,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is flank steak and hanger steak the same,False,"Hanger steak resembles flank steak in texture and flavor. It is a vaguely V-shaped pair of muscles with a long, inedible membrane running down the middle. The hanger steak is usually the tenderest cut on an animal.",is flank steak and hanger steak the same,is flank steak and hanger steak the same,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
does a pawn become a queen in chess,True,"Promotion is a chess rule that requires a pawn that reaches its eighth rank to be immediately replaced by the player's choice of a queen, knight, rook, or bishop of the same color . The new piece replaces the pawn, as part of the same move. The choice of new piece is not limited to pieces previously captured , thus promotion can result in a player owning, for example, two or more queens despite starting the game with one. Pawn promotion, or the threat of it, often decides the result in an endgame. Since the queen is the most powerful piece, the vast majority of promotions are to a queen. Promotion to a queen is often called queening; promotion to any other piece is referred to as underpromotion (Golombek 1977).",does a pawn become a queen in chess,does a pawn become a queen in chess,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
does a d grade count as a gcse,True,"GCSEs are awarded on a graded scale, and cross two levels of the Regulated Qualifications Framework (RQF): Level 1 and Level 2. These two levels roughly correspond, respectively, to foundation and higher tier in tiered GCSE qualifications. Level 1 qualifications constitute GCSEs at grades G, F, E, and D or 1, 2, and 3. Level 2 qualifications are those at grades C, B, A, and A* or 4, 5, 6, 7, 8, and 9.",does a d grade count as a gcse,does a d grade count as a gcse,0,BUSINESS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is it illegal to drink alcohol in bangladesh,False,"Under Bangladeshi law, any beverage containing more than 0.5% alcohol is considered an alcoholic beverage. A government permit is necessary for selling, storing and the transport of alcohol. To drink alcohol in Bangladesh, one must have a legal permit. Muslims will need a medical prescription to obtain an alcohol permit. The prescription must be given by an associate professor of the medical college or a civil surgeon.",is it illegal to drink alcohol in bangladesh,is it illegal to drink alcohol in bangladesh,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
has croatia ever won a world cup final,False,"Croatia national football team have appeared in the FIFA World Cup on five occasions (in 1998, 2002, 2006, 2014 and 2018) since gaining independence in 1991. Before that, from 1930 to 1990 Croatia was part of Yugoslavia. Their best result thus far was silver position at the 2018 final, where they lost 4-2 to France.",has croatia ever won a world cup final,has croatia ever won a world cup final,0,REGIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,True
does the ford escape come in a hybrid,True,"The Ford Escape is a compact crossover vehicle sold by Ford since 2000 over three generations. Ford released the original model in 2000 for the 2001 model year--a model jointly developed and released with Mazda of Japan--who took a lead in the engineering of the two models and sold their version as the Mazda Tribute. Although the Escape and Tribute share the same underpinnings constructed from the Ford CD2 platform (based on Mazda GF underpinnings), the only panels common to the two vehicles are the roof and floor pressings. Powertrains were supplied by Mazda with respect to the base inline-four engine, with Ford providing the optional V6. At first, the twinned models were assembled by Ford in the US for North American consumption, with Mazda in Japan supplying cars for other markets. This followed a long history of Mazda-derived Fords, starting with the Ford Courier in the 1970s. Ford also sold the first generation Escape in Europe and China as the Ford Maverick, replacing the previous Nissan-sourced model. Then in 2004, for the 2005 model year, Ford's luxury Mercury division released a rebadged version called the Mercury Mariner, sold mainly in North America. The first iteration Escape remains notable as the first SUV to offer a hybrid drivetrain option, released in 2004 for the 2005 model year to North American markets only.",does the ford escape come in a hybrid,does the ford escape come in a hybrid,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
will there be a season 3 of the heart guy,True,"On 11 October 2017, the series was renewed for a third season at Nine's upfronts.",will there be a season 3 of the heart guy,will there be a season 3 of the heart guy,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True
karachi is the largest city in the world,False,"Karachi (Urdu: کراچی‎; ALA-LC: Karācī, IPA: (kəˈraːˌtʃi) ( listen); Sindhi: ڪراچي‎) is the capital of the Pakistani province of Sindh. It is the most populous city in Pakistan, sixth most populous city proper in the world and the 8th most populous metropolitan city in the world. Ranked as a beta world city, the city is Pakistan's premier industrial and financial centre. Karachi is also Pakistan's most cosmopolitan city. Situated on the Arabian Sea, Karachi serves as a transport hub, and is home to two of Pakistan's two largest seaports, the Port of Karachi and Port Bin Qasim, as well as the busiest airport in Pakistan.",karachi is the largest city in the world,karachi is the largest city in the world,0,REGIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
can a violin play two notes at once,True,"In music, a double stop refers to the technique of playing two notes simultaneously on a bowed stringed instrument such as a violin, a viola, a cello, or a double bass. In performing a double stop, two separate strings are bowed or plucked simultaneously. Although the term itself suggests these strings are to be fingered (stopped), in practice one or both strings may be open.",can a violin play two notes at once,can a violin play two notes at once,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True
do you have to wear a helmet on a bike nz,True,"Bicycle helmets have been mandatory in New Zealand since January 1994. The statute, delineated in Part 11 of the Land Transport (Road User) Rule 2004 (SR 2004/427), states that ``A person must not ride, or be carried on, a bicycle on a road unless the person is wearing a safety helmet of an approved standard that is securely fastened.'' The law describes six different acceptable helmet standards.",do you have to wear a helmet on a bike nz,do you have to wear a helmet on a bike nz,0,REGIONAL,"Instructional: Queries specifically seeking step-by-step guidance, instructions, or procedures to perform a task. it focuses on 'how' to do something rather than 'what', 'why', or 'which'.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
does the tesla model s have a gas engine,False,"The 2012 Tesla Model S Performance model has a three-phase, four-pole AC induction 416 hp (310 kW) and 443 ft⋅lb (601 N⋅m) rear-mounted electric motor with copper rotor. The base model uses a 362 hp (270 kW) and 325 ft⋅lb (441 N⋅m) motor.",does the tesla model s have a gas engine,does the tesla model s have a gas engine,0,COMPUTING,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
